"","Date.and.Time.of.initial.call","Date.and.time.of.Ranger.response","Borough","Property","Location","Species.Description","Call.Source","Species.Status","Animal.Condition","Duration.of.Response","Age","Animal.Class","X311SR.Number","Final.Ranger.Action","X..of.Animals","PEP.Response","Animal.Monitored","Rehabilitator","Hours.spent.monitoring","Police.Response","ESU.Response","ACC.Intake.Number"
"754","8/10/18 17:00","8/10/18 17:10","Manhattan","Central Park","Ramble. Nearest cross street is East 72nd and 5th Ave","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.5,"Juvenile","small mammals-rvs","1-1-1602140040","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"755","8/9/18 20:00","8/10/18 9:00","Manhattan","Central Park","East 106th and 5th Ave near Conservatory Garden","raccoon","Conservancies/""Friends of"" Groups","Native","N/A",0.5,"Adult","small mammals-rvs","N/A","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"756","8/10/18 14:10","8/10/18 14:10","Manhattan","Central Park","Path not far from Oak Bridge. Nearest cross street West 76th and CPW","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.5,"Adult","small mammals-rvs","1-1-1602446919","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37743"
"757","8/10/18 9:45","8/10/18 9:50","Manhattan","Central  Park","Ramble not far from the Boathouse. Nearest cross street East 72nd and 5th Ave","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.5,"Adult","small mammals-rvs","1-1-1601537253","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37704"
"758","8/10/18 9:30","8/10/18 9:30","Manhattan","Central Park","Cherry Hill. Nearest cross street West 72nd CPW","raccoon","Employee","Native","Unhealthy",1.5,"Adult","small mammals-rvs","1-1-1601537251","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37703"
"759","8/10/18 9:00","8/10/18 9:10","Manhattan","Central Park","Delecorte Thearter stage. Nearest Cross Street West 81st and CPW","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.5,"Adult","small mammals-rvs","1-1-1601537250","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37702"
"760","8/10/18 13:30","8/10/18 13:35","Staten Island","South Beach","On beach near Atlantic Ave.","gull","Employee","Native","Unhealthy",0.25,"Juvenile","birds","1-1-1601746282","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"761","8/9/18 22:00","8/10/18 9:45","Brooklyn","Prospect Park","Harmony Playground","red tail","Employee","Native","",12,"Juvenile","raptors","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"762","8/10/18 9:10","8/10/18 9:20","Queens","Fort Totten Park","In front of the pool near Story Rd","raccoon","Central","Native","Healthy",0.75,"Adult;#Juvenile","small mammals-rvs","1-1-1602446910","Relocated/Condition Corrected",3,FALSE,FALSE,"",NA,FALSE,FALSE,""
"763","8/9/18 16:45","8/9/18 16:56","Manhattan","Central Park","West 105th and CPW Entrance to the park","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.5,"Adult","small mammals-rvs","1-1-1601533143","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37653"
"764","8/9/18 18:10","8/9/18 18:10","Manhattan","Central Park","The Lake at the Ladies Pavilion (W 75th St and CPW)","raccoon","Central","Native","DOA",0,"Adult","small mammals-rvs","N/A","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"765","8/9/18 16:30","8/9/18 16:45","Manhattan","Central Park","The Loeb Boathouse E 72nd St and 5th Ave","raccoon","Other","Native","N/A",1,"Adult","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"766","8/9/18 14:30","8/9/18 14:45","Manhattan","Central Park","96St Transverse on the drive/ sidewalk","raccoon","Public","Native","Unhealthy",1,"Juvenile","small mammals-rvs","1-1-1599539412","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37639"
"767","8/9/18 9:00","8/9/18 10:40","Manhattan","Central Park","96st Transverse Rd. and Bridlepath fork behind Transverse Rd. fence","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",2.5,"Juvenile","small mammals-rvs","1-1-1599116593","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37598"
"768","8/9/18 7:30","8/9/18 9:00","Manhattan","Central Park","E 102nd St and East Drive.  South of Compost Hill","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",4,"Adult","small mammals-rvs","1-1-1599116596","ACC",1,FALSE,TRUE,"",3.5,TRUE,FALSE,"37618"
"769","8/9/18 11:50","8/9/18 11:55","Manhattan","Central Park","E96th Bridal Path heading north by the reservior","raccoon","Conservancies/""Friends of"" Groups","Native","N/A",0.5,"Adult","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"770","8/9/18 8:30","8/9/18 9:24","Manhattan","Central Park","E. 90th and East Drive","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1,"Adult","small mammals-rvs","1-1-1599116593","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37609"
"771","8/9/18 8:00","8/9/18 10:30","Manhattan","Central Park","W96th st/CPW near the grass area by the edge of the transverse","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.5,"Juvenile","small mammals-rvs","","Monitored Animal",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"772","8/9/18 8:30","8/9/18 9:50","Manhattan","Central Park","Outside the Loeb Boathouse Bathrooms","raccoon","Conservancies/""Friends of"" Groups","Native","N/A",0.5,"Adult","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"773","8/9/18 8:30","8/9/18 10:44","Manhattan","Central Park","West of Cherry Hill Fountain - on trail in Wagner's Cove","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.75,"Adult","small mammals-rvs","1-1-1599116595","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37611"
"774","8/9/18 8:30","8/9/18 9:30","Manhattan","Central Park","South of Belvedere Castle","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.5,"Adult","small mammals-rvs","1-1-1601946860","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37610"
"775","8/9/18 8:30","8/9/18 10:05","Manhattan","Central Park","Ramble - area known as Oven","raccoon","Conservancies/""Friends of"" Groups","Native","N/A",0.75,"Juvenile","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"776","8/8/18 13:30","8/8/18 16:00","Manhattan","Central Park","West 72nd on the Bridal Path","raccoon","Conservancies/""Friends of"" Groups","Native","N/A",1,"Adult","small mammals-non rvs","N/A","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"777","8/8/18 15:30","8/8/18 15:40","Manhattan","Central Park","Delacorte Theater. Nearest cross street is West 81st and central Park West","raccoon","Conservancies/""Friends of"" Groups","Native","N/A",1,"Adult","small mammals-rvs","N/A","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"778","8/8/18 12:00","8/8/18 14:30","Manhattan","Central Park","East 72nd Eastdrive at the entrance to the Loeb Boathouse parking lot","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.5,"Juvenile","small mammals-rvs","1-1-159789210","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"1-1-1599539332"
"779","8/8/18 8:00","8/8/18 9:30","Manhattan","Central Park","Dead Road. Nearest cross street Central Park West West 67th","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.5,"Adult","small mammals-rvs","1-1-159789210","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37471"
"780","8/8/18 11:30","8/8/18 14:00","Manhattan","Central Park","West 85th West Drive near Spector Playground","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.5,"Adult","small mammals-rvs","1-1-1599539331","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37522"
"781","8/8/18 12:32","8/8/18 13:30","Manhattan","Central Park","Tennis Courts near Tennis House at East 96th off off the Eastdrive","raccoon","Employee","Native","DOA",1,"Adult","small mammals-rvs","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"782","8/6/18 15:30","8/6/18 15:30","Queens","Evergreen Park","","house sparrow","Central","Native","Injured",3,"Juvenile","birds","1-1-1599116094","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"45070"
"783","8/8/18 13:33","8/8/18 13:38","Staten Island","Ocean Breeze Track & Field Athletic Complex","Garage of Rec Center","raccoon","Employee","Native","",1,"Adult","small mammals-rvs","","Unfounded",0,FALSE,FALSE,"",NA,FALSE,FALSE,""
"784","8/6/18 16:15","8/7/18 15:15","Queens","Baisley Pond Park","near the parking lot","iguana","Employee","Exotic","N/A",2.5,"Adult","terrestrial reptile or amphibian","1-1-1599178290","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"785","8/7/18 12:00","8/7/18 13:15","Manhattan","Central Park","59th St Pond at the fence inside the Hallet","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.5,"Adult","small mammals-rvs","1-1-1598976930","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37377"
"786","8/7/18 8:00","8/7/18 23:30","Manhattan","Central Park","Just north of the 79th St Yard not far from West 79th and Central Park West entrance","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.5,"Adult","small mammals-rvs","1-1-1598976930","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37364"
"787","8/7/18 13:30","8/7/18 15:30","Manhattan","Central Park","West Drive at West 69th Street","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.5,"Adult","small mammals-rvs","1-1-1600705902","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37395"
"788","8/6/18 13:30","8/6/18 13:30","Manhattan","Central Park","ball field cafe north of Hecksher ball fields","raccoon","Conservancies/""Friends of"" Groups","Native","DOA",0.75,"Juvenile","small mammals-rvs","n/a","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"789","8/6/18 12:30","8/6/18 13:00","Manhattan","Central Park","Ramble by Oak bridge","raccoon","Conservancies/""Friends of"" Groups","Native","Healthy",0.75,"Adult","small mammals-rvs","n/a","Monitored Animal",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"790","8/6/18 15:17","8/6/18 15:20","Manhattan","Central Park","Wollman Rink","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",2,"Juvenile","small mammals-rvs","1-1-1599148140","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37294"
"791","8/5/18 9:30","8/5/18 11:30","Manhattan","Central Park","100th St and CPW","raccoon","Conservancies/""Friends of"" Groups","Native","Injured",1.5,"Adult","small mammals-rvs","1-1-1597160393","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37171"
"792","8/5/18 14:40","8/5/18 15:20","Manhattan","Central Park","81st/ Diana Ross Playground","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",2,"Juvenile","small mammals-rvs","1-1-1597683604","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37201"
"793","8/4/18 17:35","8/4/18 17:35","Manhattan","Central Park","Loeb Boathouse Dock","raccoon","Employee","Native","DOA",0.05,"Adult","small mammals-rvs","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"794","8/4/18 16:30","8/4/18 16:45","Manhattan","Central Park","Dana Center","raccoon","Conservancies/""Friends of"" Groups","Exotic","Healthy",1,"Juvenile","small mammals-rvs","N/A","Monitored Animal",1,FALSE,TRUE,"",0.3,FALSE,FALSE,""
"795","8/4/18 16:00","8/4/18 16:00","Manhattan","Central Park","Accross from Dana Center on lawn near park entrance","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1,"Juvenile;#Adult","small mammals-rvs","1-1-1599567881","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37074"
"796","8/4/18 15:30","8/4/18 15:35","Manhattan","Central Park","Bridal Path at 95th Street","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1,"Juvenile","small mammals-rvs","1-1-1599567880","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37073"
"797","8/4/18 8:45","8/4/18 9:50","Manhattan","Central Park","","raccoon","Central","Native","Unhealthy",1,"Adult","small mammals-rvs","1-1-1596705665","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37022"
"798","8/4/18 9:30","8/4/18 9:30","Manhattan","Central Park","East Drive at East 90th on Bridal Path entrance","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",2,"Adult","small mammals-rvs","1-1-1596705664","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37021"
"799","8/4/18 9:15","8/4/18 9:20","Manhattan","Central Park","Rumsey Playfield/Summer Stage Entrance right off the East Drive at East 68th","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",2,"Juvenile","small mammals-rvs","1-1-1596705663","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37020"
"800","8/4/18 8:50","8/4/18 8:50","Manhattan","Central Park","West 72nd Pergala not far fro park entrance and Stawberry Fields","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",2,"Juvenile","small mammals-rvs","1-1-1596705662","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37019"
"801","8/4/18 8:00","8/4/18 8:40","Manhattan","Central Park","Northmeadow Ballfield close to East 96th and Eastdrive","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",2,"Adult","small mammals-rvs","1-1-1596705661","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"37018"
"802","8/3/18 11:45","8/3/18 11:56","Staten Island","Midland Beach","Beach off of Seaver Avenue","herring gull","Employee","Native","Unhealthy",1.5,"Juvenile","birds","1-1-1598979882","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"36935"
"803","8/3/18 12:04","8/3/18 0:10","Manhattan","Central Park","In front of stairway entrance of Chess and Checkers visitor center. Center Drive East 64th street.","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1,"Adult","small mammals-rvs","1-1-1596159521","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"804","8/2/18 14:45","8/2/18 14:55","Manhattan","Central Park","Tutrle Pond on East Drive and East 79th","red eared slider turtle","Public","Domestic","Healthy",0.05,"Adult","domestic","N/A","Advised/Educated others",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"805","8/3/18 9:30","8/3/18 9:55","Manhattan","Central Park","102nd st & East Drive","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",0.5,"Adult","small mammals-rvs","","Monitored Animal",1,FALSE,TRUE,"",0.5,FALSE,FALSE,""
"806","8/3/18 7:30","8/3/18 9:15","Manhattan","Central Park","Fredrick Douglous Circle. 110th and Malcom X Blvd","raccoon","Conservancies/""Friends of"" Groups","Native","N/A",0.15,"Adult","domestic","n/a","Unfounded",0,FALSE,FALSE,"",NA,TRUE,FALSE,""
"807","8/3/18 9:00","8/3/18 9:20","Manhattan","Central Park","Sheep Meadow close to West Drive. Cross Street Westt 66th and CPW","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.5,"Adult","small mammals-rvs","1-1-1597160331","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"36918"
"808","8/2/18 16:08","8/2/18 16:29","Staten Island","Midland Beach","Responded at Midland Ave and Father Capadonno Blvd boardwalk entrance, near picnic area.","herring gull","Employee","Native","Unhealthy",0.25,"Juvenile","birds","1-1-1599033774","ACC",1,TRUE,FALSE,"",NA,FALSE,FALSE,"36851"
"809","8/2/18 15:40","8/2/18 15:45","Manhattan","James Finley Walk","East 68th York Avenue not far from East River","peregrine falcon","Other","Native","Injured",1.5,"Juvenile","raptors","1-1-1597160312","Rehabilitator",1,FALSE,FALSE,"Wildbird Fund",NA,FALSE,FALSE,""
"810","8/2/18 15:40","8/2/18 15:40","Manhattan","Central Park","In the grass between Cherry Hill fountain and the lakeside","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1,"Juvenile","small mammals-rvs","1-1-159765313","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"36849"
"811","8/2/18 0:00","8/2/18 11:00","Bronx","Crotona Park","Bathgate Playground","red tailed hawk","Central","Native","Unhealthy",4,"Juvenile","raptors","1-1-1597160311","Rehabilitator",1,FALSE,FALSE,"Wild Bird Fund",NA,FALSE,FALSE,""
"812","8/2/18 8:00","8/2/18 9:25","Manhattan","Central Park","Cherry Hill westside near crossover/joggers path and West Drive. West 72nd and CPW","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.5,"Adult","small mammals-rvs","1-1-1593846720","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"36786"
"813","8/2/18 11:00","8/2/18 11:05","Manhattan","Central Park","Entrance of 90th/5th ave bridal path","raccoon","Conservancies/""Friends of"" Groups","Native","N/A",0.5,"Adult","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"814","8/1/18 20:00","8/2/18 9:50","Manhattan","Central Park","Playground at E96th and 5th ave","raccoon","Conservancies/""Friends of"" Groups","Native","N/A",0.5,"Adult","small mammals-rvs","1-1-1598586559","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"815","8/2/18 0:00","8/2/18 12:30","Manhattan","Central Park","Chess & Checkers House","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1,"Adult","small mammals-rvs","","Monitored Animal",1,FALSE,TRUE,"",1,FALSE,FALSE,""
"816","7/31/18 10:00","7/31/18 11:15","Queens","Forest Park","Giovanelli Playground","raccoon","Central","Native","Unhealthy",0.25,"Juvenile","small mammals-rvs","1-1-592-927-621","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"44138"
"817","8/1/18 14:40","8/1/18 15:35","Bronx","Ferry Point Park","Found underneath white stone bridge","kestrel","Public","Native","Unhealthy",1.5,"Adult","raptors","1-1-1592912581","Rehabilitator",1,FALSE,FALSE,"Bobby Horvath",NA,FALSE,FALSE,""
"818","8/1/18 14:45","8/1/18 16:20","Manhattan","Central Park","Ramble woodlands not far from the Central Park Conervancy maintenace shed. Nearest cross street is East 79th and 5th Ave / East Drive","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.75,"Adult","small mammals-rvs","1-1-1596492150","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"36723"
"819","7/20/18 19:00","7/20/18 19:00","Manhattan","Central Park","The Lake at the Ramble Oven","raccoon","Conservancies/""Friends of"" Groups","Native","DOA",0,"Adult","small mammals-rvs","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"820","8/1/18 10:45","8/1/18 10:45","Manhattan","Central Park","Ramble at the cave","raccoon","Conservancies/""Friends of"" Groups","Native","DOA",0,"Adult","small mammals-rvs","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"821","8/1/18 8:00","8/1/18 10:30","Manhattan","Central Park","The Ramble. In the woodlands close to the rustic shelter. Closest cross street will be West 75th and Central Park West / Westdrive","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",2.5,"Juvenile","small mammals-rvs","1-1-1595450043","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"36671"
"822","7/31/18 20:00","8/1/18 9:30","Manhattan","Central Park","Loeb Boathouse","raccoon","Other","Native","DOA",0.5,"Juvenile","small mammals-rvs","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"823","8/1/18 8:00","8/1/18 10:15","Manhattan","Central Park","Ramble. In the woodlands not far from the Loeb Boathouse. Nearest cross street would be East 72nd, East Drive.","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",2.5,"Adult","small mammals-rvs","1-1-159450042","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"36670"
"824","7/21/18 16:30","7/21/18 16:45","Manhattan","Central Park","Huddlestone Arch at the waterfall","raccoon","Conservancies/""Friends of"" Groups","Native","DOA",1.25,"Adult","small mammals-rvs","","Relocated/Condition Corrected",2,FALSE,FALSE,"",NA,FALSE,FALSE,""
"825","8/1/18 8:30","8/1/18 8:45","Manhattan","Central Park","Lasker Pool. On the stairs not far from public entrance to the pool.","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",2.5,"Adult","small mammals-rvs","1-1-15950040","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"36669"
"826","7/31/18 16:40","7/31/18 16:50","Bronx","Magenta Playground","Bronx Park East & Rosewood Avenue","raccoon","Employee","Native","Unhealthy",3,"Adult","small mammals-rvs","1-1-1597270330","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"36629"
"827","7/31/18 15:35","7/31/18 15:35","Manhattan","Central Park","E 90th ST & 5th Ave","raccoon","Observed by Ranger","Native","Unhealthy",0.5,"Adult","small mammals-rvs","","Monitored Animal",1,FALSE,TRUE,"",0.5,FALSE,FALSE,""
"828","7/31/18 14:00","7/31/18 14:05","Manhattan","Central Park","At the reservoir, on the running path just west of the north pumphouse","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",2,"Juvenile","small mammals-rvs","1-1-1594900390","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"36590"
"829","7/31/18 11:35","7/31/18 11:39","Manhattan","Central Park","E 90th St & 5th Ave","raccoon","Employee","Native","Unhealthy",1.5,"Adult","small mammals-rvs","","Monitored Animal",1,FALSE,TRUE,"",1.5,FALSE,FALSE,""
"830","7/31/18 11:52","7/31/18 12:40","Manhattan","Central Park","Dana Center Playground","raccoon","Conservancies/""Friends of"" Groups","Native","DOA",1,"Adult","small mammals-rvs","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"831","7/31/18 14:00","7/31/18 15:30","Manhattan","Thomas Jefferson Recreation Center","In Lobby of Rec. Center","squirrel","Employee","Native","Healthy",0.5,"Adult","small mammals-non rvs","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"832","7/31/18 10:30","7/31/18 11:20","Manhattan","Central Park","E65th between the dairy center and the east drive","raccoon","Conservancies/""Friends of"" Groups","Native","N/A",4,"Adult","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"833","7/31/18 9:00","7/31/18 9:30","Manhattan","Central Park","near bridal path of E90th and 5th ave enterance.","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",4,"Adult","small mammals-rvs","","Monitored Animal",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"834","7/31/18 13:00","7/31/18 13:26","Manhattan","Central Park","Central park ramble","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",4,"Adult","small mammals-rvs","1-1-1596705002","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"36572"
"835","7/31/18 9:00","7/31/18 0:05","Manhattan","Central Park","Found under a tree in the grass near the pedestrian path by E74th walkway off the drive by conservatory water.","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",4,"Juvenile","small mammals-rvs","1-1-1596705002","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"36571"
"836","7/31/18 9:00","7/31/18 11:30","Manhattan","Central Park","Found on the side of the pedestrian path near the bathrooms in columbus circle.","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",4,"Juvenile","small mammals-rvs","1-1-1596705002","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"36570"
"837","7/31/18 10:30","7/31/18 10:35","Manhattan","Central Park","Parking lot of tavern on the green near the padestrian ramp of central park west","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",4,"Adult","small mammals-rvs","1-11-1596705002","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"36569"
"838","7/30/18 12:41","7/30/18 13:00","Manhattan","Central Park","79th St and 5th Ave just south of the MET","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",1.5,"Juvenile","small mammals-rvs","1-1-1593846610","ACC",2,FALSE,FALSE,"",NA,FALSE,FALSE,"36464/36465"
"839","7/30/18 16:55","7/30/18 17:08","Manhattan","Central Park","Summer Stage - backstage","raccoon","Other","Native","Unhealthy",2,"Adult","small mammals-rvs","1-1-1595449961","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"36485"
"840","7/29/18 15:15","7/29/18 15:15","Queens","Cunningham Park","Yellow Picnic Area","red bat","Employee","Native","Healthy",1.25,"Juvenile","small mammals-rvs","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"841","7/30/18 12:50","7/30/18 14:37","Manhattan","Central Park","On the Mall - between 72nd street and Bandshell - near staircase closest to 72nd","raccoon","Central","Native","Unhealthy",1.75,"Juvenile","small mammals-rvs","1-1-1593101630","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"36475"
"842","7/29/18 13:00","7/30/18 13:30","Brooklyn","McCarren Park","","red tailed hawk","Employee","Native","Healthy",0.5,"Juvenile;#Adult","raptors","","Monitored Animal",3,FALSE,TRUE,"",0.5,FALSE,FALSE,""
"843","7/30/18 9:00","7/30/18 10:30","Brooklyn","Fort Greene Park","North East corner of park, near corner of Myrtle and St. Edwards","cat","Employee","Domestic","Healthy",2,"Adult","domestic","1-1-1596491810","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"43984"
"844","7/29/18 15:20","7/29/18 15:30","Manhattan","Central Park","Rumsey Playfield, just south of Summer Stage venue, 69th st and East Drive","raccoon","Employee","Native","Unhealthy",0.75,"Adult","small mammals-rvs","1-1-1594035570","ACC",1,FALSE,TRUE,"",0.5,FALSE,FALSE,"36370"
"845","7/29/18 13:00","7/29/18 15:00","Manhattan","Central Park","Rumsey Playfield, Summer Stage, around trailers","raccoon","Conservancies/""Friends of"" Groups","Native","N/A",0.5,"Adult","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"846","7/23/18 11:15","7/23/18 12:00","Manhattan","Central Park","West 70 Street between the West Drive and Central Park West","raccoon","Conservancies/""Friends of"" Groups","Native","Healthy",1,"Infant","small mammals-rvs","","Relocated/Condition Corrected",1,FALSE,TRUE,"",0.5,FALSE,FALSE,""
"847","7/26/18 12:30","7/26/18 13:00","Manhattan","Central Park","Rumsey Playfield","raccoon","Employee","Native","Injured",2,"Adult","small mammals-rvs","","Unfounded",0,FALSE,FALSE,"",NA,FALSE,FALSE,""
"848","7/28/18 7:45","7/29/18 12:27","Manhattan","Central Park","Near the Pioneers Gate, at 110th and 5th Ave","raccoon","Public","Native","N/A",0.25,"Juvenile","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"849","7/28/18 20:36","7/29/18 11:30","Manhattan","Central Park","SW corner of the Jackie O Reservoir - where the Bridle Path intersects - below the railing - between the ledge and waters edge","raccoon","Public","Native","Healthy",1,"Juvenile","small mammals-rvs","","Monitored Animal",1,FALSE,TRUE,"",0.75,FALSE,FALSE,""
"850","7/29/18 9:48","7/29/18 10:30","Manhattan","Central Park","Hallet Nature Sanctuary - 59th street/6th ave","raccoon","Central","Native","Unhealthy",1.75,"Adult","small mammals-rvs","1-1-1595406852","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"36328"
